MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,RoomsPerBedroom,PopPerHousehold,Prix_Reel,Prix_Predit,Residu,Erreur_Pct
1.9535,11.0,4.613941018766756,1.0214477211796247,1708.0,4.579088471849866,37.28,-120.49,4.517060367454068,372.99999999999994,0.571,0.3545509601277459,0.21644903987225406,37.90701223682208
4.1287,26.0,3.9365079365079363,0.9047619047619048,781.0,2.4793650793650794,33.86,-117.98,4.3508771929824555,315.0,2.058,2.3624447974993927,-0.3044447974993929,14.793236030096837
2.234,19.0,5.988352745424293,1.156405990016639,1572.0,2.615640599001664,41.86,-122.33,5.17841726618705,601.0,0.586,-0.12338147898850593,0.7093814789885059,121.05485989564949
1.7062,45.0,4.943502824858757,1.0480225988700564,847.0,2.3926553672316384,37.26,-121.0,4.716981132075472,354.0,0.774,1.345072238834291,-0.571072238834291,73.78194300184639
2.8698,23.0,5.475471698113208,1.1018867924528302,1052.0,3.969811320754717,37.38,-120.73,4.969178082191781,265.0,0.729,1.0616336530763348,-0.33263365307633486,45.628758995382015
2.9306,37.0,5.4363636363636365,1.0618181818181818,858.0,3.12,37.04,-120.35,5.11986301369863,275.0,0.463,1.3868680940219846,-0.9238680940219846,199.53954514513705
4.0625,35.0,4.794466403162056,1.1225296442687747,742.0,2.932806324110672,33.93,-118.34,4.271126760563381,253.0,1.599,2.4886985916804534,-0.8896985916804534,55.640937566007096
4.0726,38.0,4.666666666666667,0.9760191846522782,975.0,2.338129496402878,37.54,-122.31,4.781326781326781,417.0,3.854,2.741225743093459,1.1127742569065413,28.873229291814773
3.415,29.0,4.128205128205129,1.098793363499246,2352.0,1.7737556561085972,34.15,-118.44,3.7570350034317093,1326.0,3.825,2.748832212857991,1.0761677871420092,28.13510554619632
4.7283,11.0,5.421348314606742,0.9812734082397003,1633.0,3.0580524344569286,38.44,-122.76,5.5248091603053435,534.0,1.702,2.272023277726582,-0.5700232777265821,33.49137941989319
3.1538,43.0,3.506726457399103,0.9282511210762332,827.0,3.708520179372197,34.01,-118.13,3.7777777777777777,223.0,1.543,1.922527280409561,-0.3795272804095611,24.596712923497154
3.1312,22.0,4.575320512820513,1.0689102564102564,2453.0,3.9310897435897436,33.88,-117.53,4.280359820089955,624.0,0.91,1.3605103558706304,-0.4505103558706304,49.50663251325608
4.369,34.0,4.96875,1.0763888888888888,1162.0,4.034722222222222,33.96,-118.08,4.616129032258065,288.0,1.654,2.191125786453277,-0.5371257864532772,32.47435226440613
4.0774,35.0,5.225388601036269,0.9922279792746114,1388.0,3.5958549222797926,33.92,-118.1,5.266318537859008,386.0,1.716,2.0904659643894092,-0.37446596438940927,21.822025896818722
3.2305,35.0,5.2272727272727275,0.9393939393939394,730.0,2.765151515151515,34.08,-117.34,5.564516129032258,264.0,0.937,1.4654409079954505,-0.5284409079954504,56.397108644124906
3.6845,32.0,4.326388888888889,1.0208333333333333,1516.0,3.509259259259259,34.21,-118.39,4.238095238095239,432.0,1.785,2.0529727654969676,-0.2679727654969677,15.0124798597741
1.9766,28.0,2.6164154103852595,1.085427135678392,1974.0,3.306532663316583,34.09,-118.29,2.4104938271604937,597.0,1.125,1.5728788005455527,-0.44787880054555274,39.811448937382465
3.3333,30.0,4.670967741935484,1.0774193548387097,325.0,2.096774193548387,36.62,-121.91,4.335329341317365,155.0,2.479,2.6196296819829783,-0.1406296819829782,5.67283912799428
3.9844,43.0,5.961988304093567,0.9678362573099415,875.0,2.5584795321637426,37.66,-121.0,6.16012084592145,342.0,1.52,1.8966137822966616,-0.37661378229666154,24.777222519517206
4.0417,52.0,4.791666666666667,1.1180555555555556,553.0,1.9201388888888888,37.8,-122.43,4.285714285714286,288.0,5.00001,2.9830631493825166,2.016946850617483,40.33885633463699
2.5833,52.0,3.8233532934131738,0.8532934131736527,954.0,2.856287425149701,34.04,-118.31,4.480701754385965,334.0,2.346,1.9142900274891161,0.43170997251088394,18.401959612569645
3.5625,8.0,5.44017094017094,1.0555555555555556,1657.0,1.7702991452991452,38.27,-122.49,5.153846153846154,936.0,2.132,2.235011263348568,-0.1030112633485678,4.831672764942205
3.7125,31.0,5.336349924585218,0.9924585218702866,1715.0,2.5867269984917045,34.16,-117.26,5.376899696048632,663.0,0.98,1.7158970351657032,-0.7358970351657033,75.09153420058196
1.1728,27.0,3.9139240506329114,1.0506329113924051,1704.0,4.313924050632911,36.48,-119.44,3.725301204819277,395.0,0.417,0.25534675287388353,0.16165324712611645,38.76576669691042
4.1,30.0,4.576687116564417,1.0552147239263803,1048.0,6.429447852760736,33.73,-117.9,4.337209302325582,163.0,1.664,1.6034339527078458,0.06056604729215409,3.639786495922722
1.9799,28.0,4.260233918128655,1.1608187134502923,672.0,1.9649122807017543,32.76,-117.11,3.670025188916877,342.0,1.227,1.7931105234152724,-0.5661105234152723,46.13777696945985
2.6083,52.0,3.74618320610687,1.0782442748091603,1628.0,3.1068702290076335,37.77,-122.41,3.4743362831858406,524.0,1.938,2.2028086839760945,-0.2648086839760946,13.664018781016232
2.92,33.0,3.7904191616766467,1.2425149700598803,1991.0,5.961077844311378,37.47,-122.21,3.0506024096385542,334.0,2.028,1.550733610122812,0.47726638987718806,23.533845654693692
1.7813,28.0,3.3793774319066148,1.0136186770428015,1764.0,3.431906614785992,35.77,-119.24,3.3339731285988483,514.0,0.678,1.0168691563414214,-0.33886915634142134,49.98070152528338
7.6986,23.0,7.141501294219155,1.1130284728213977,3176.0,2.740293356341674,33.75,-118.38,6.416279069767442,1159.0,5.00001,3.9451036545911364,1.0549063454088632,21.098084712007843
2.2647,25.0,4.392628205128205,0.9983974358974359,2272.0,3.641025641025641,34.4,-119.88,4.399678972712681,624.0,2.167,1.829125074449017,0.33787492555098275,15.59182859026224
2.3584,15.0,3.629348513598988,1.1176470588235294,4620.0,2.9222011385199242,34.23,-118.45,3.247311827956989,1581.0,1.576,1.7166991137436298,-0.14069911374362976,8.92760874007803
0.9614,28.0,5.3,1.0142857142857142,171.0,2.442857142857143,37.9,-121.28,5.225352112676056,70.0,0.557,0.5364429662281935,0.02055703377180651,3.6906703360514372
2.6442,23.0,4.1342592592592595,1.0324074074074074,1149.0,5.319444444444445,33.75,-117.92,4.004484304932736,216.0,1.563,1.137578751579852,0.42542124842014784,27.218250058870623
2.0227,20.0,7.552486187845304,1.569060773480663,429.0,2.3701657458563536,41.82,-120.48,4.813380281690141,181.0,0.475,-0.8420859972179855,1.3170859972179856,277.28126257220754
6.8667,24.0,7.321739130434783,1.008695652173913,781.0,3.3956521739130436,33.6,-117.66,7.2586206896551735,230.0,2.796,2.9252352189677,-0.12923521896769996,4.622146601133761
5.7376,17.0,6.163636363636364,1.02020202020202,1705.0,3.4444444444444446,34.28,-118.72,6.0415841584158425,495.0,2.186,2.672675774794797,-0.4866757747947972,22.263301683202066
2.6429,18.0,5.184322033898305,0.9872881355932204,1573.0,3.332627118644068,32.81,-116.93,5.25107296137339,472.0,1.254,1.3187298670681429,-0.06472986706814288,5.1618713770448865
1.35,40.0,4.171328671328672,0.9790209790209791,1210.0,4.230769230769231,33.95,-118.24,4.260714285714286,286.0,0.895,0.9846536267400126,-0.08965362674001254,10.017164998884082
2.5,34.0,3.6064,1.008,2984.0,4.7744,33.74,-117.86,3.5777777777777775,625.0,1.625,1.2514142156844343,0.37358578431556566,22.989894419419425
8.0239,49.0,5.669811320754717,0.8962264150943396,228.0,2.150943396226415,34.04,-118.41,6.326315789473684,106.0,5.00001,4.163742641876482,0.8362673581235178,16.725313711842933
2.3641,30.0,3.9642058165548097,1.1185682326621924,1389.0,3.1073825503355703,32.74,-117.1,3.544,447.0,0.941,1.7353141001255636,-0.7943141001255637,84.41170033215343
8.7835,52.0,7.539184952978056,0.9373040752351097,970.0,3.040752351097179,34.19,-118.12,8.043478260869565,319.0,4.441,3.9604887732573104,0.4805112267426894,10.819888014922077
2.875,17.0,4.821276595744681,1.0382978723404255,716.0,3.046808510638298,37.95,-121.83,4.64344262295082,235.0,1.625,1.4514526667552232,0.17354733324477678,10.679835891986263
3.2664,29.0,5.057899901864573,1.0637880274779195,2459.0,2.4131501472031402,38.13,-122.23,4.754612546125462,1019.0,1.429,2.133005913724105,-0.704005913724105,49.26563427040623
4.8304,32.0,4.9296482412060305,0.9723618090452262,1274.0,3.201005025125628,33.95,-118.08,5.069767441860465,398.0,1.606,2.488452451664486,-0.8824524516644858,54.94722613103896
1.4589,27.0,3.51255230125523,1.1182008368200838,2415.0,2.526150627615063,34.02,-118.35,3.141253507951356,955.9999999999999,0.875,1.5825275857988714,-0.7075275857988714,80.86029551987102
1.8095,31.0,4.129094412331407,1.0057803468208093,2276.0,4.3853564547206165,33.9,-118.23,4.105363984674329,519.0,1.008,1.0589124895616777,-0.05091248956167771,5.050842218420408
2.6094,30.0,3.8747553816046967,1.0802348336594911,2264.0,4.430528375733855,34.06,-118.09,3.586956521739131,511.0,1.794,1.3431560527697357,0.45084394723026433,25.13065480659221
1.5,5.0,3.620578778135048,1.0160771704180065,819.0,2.6334405144694535,34.13,-117.9,3.563291139240506,311.0,1.398,0.9207119263821895,0.47728807361781045,34.14077779812664
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,6.427664974619288,766.0,3.333,3.709035037671619,-0.3760350376716186,11.282179348083366
2.1797,26.0,5.617283950617284,1.154320987654321,1001.0,3.0895061728395063,33.16,-116.68,4.866310160427807,324.0,1.563,1.0946068405476055,0.46839315945239446,29.967572581727094
5.6327,18.0,6.759916492693111,1.129436325678497,2413.0,2.5187891440501042,34.17,-118.58,5.985212569316081,958.0000000000001,5.00001,2.9986405997305994,2.0013694002694002,40.027307950772105
2.9583,37.0,5.2,0.9278688524590164,675.0,2.2131147540983607,33.95,-117.41,5.604240282685512,305.0,1.321,1.5752599282855897,-0.25425992828558974,19.247534313822083
2.19,35.0,4.206806282722513,1.0026178010471205,1407.0,3.683246073298429,36.75,-119.76,4.195822454308094,382.0,0.534,0.8967797700293474,-0.36277977002934736,67.93628652234969
2.9187,21.0,5.029545454545454,1.040909090909091,1250.0,2.840909090909091,35.06,-119.4,4.831877729257641,440.0,0.521,1.7559189240756936,-1.2349189240756937,237.028584275565
3.4423,6.0,2.359154929577465,1.0598591549295775,655.0,2.306338028169014,37.79,-122.42,2.2259136212624586,284.0,1.175,2.3909659319885392,-1.2159659319885392,103.48646229689695
5.32,16.0,6.186153846153847,1.0784615384615384,1488.0,2.289230769230769,33.8,-118.01,5.7360912981455074,650.0,2.195,2.783967838581731,-0.588967838581731,26.832247771377265
4.4085,52.0,4.68561872909699,1.060200668896321,2023.0,1.6914715719063544,37.77,-122.44,4.419558359621451,1196.0,4.0,3.4884995561737924,0.5115004438262076,12.78751109565519
3.0549,7.0,5.196351931330472,1.0643776824034334,2223.0,2.3851931330472103,40.58,-122.34,4.882056451612904,932.0,1.017,0.7964218035021418,0.22057819649785815,21.689104867046034
5.041,16.0,4.626614987080103,1.0077519379844961,1644.0,2.124031007751938,33.67,-118.01,4.591025641025641,773.9999999999999,3.976,2.9314971187120378,1.0445028812879622,26.270193191347136
4.6277,21.0,3.983092638252906,1.0704473406128918,5127.0,1.805917576611483,33.99,-118.38,3.720960842382363,2839.0,2.283,3.697699880403306,-1.414699880403306,61.96670523010539
7.0215,6.0,6.534090909090909,0.8295454545454546,318.0,3.6136363636363638,33.94,-117.56,7.876712328767123,88.0,2.571,2.395023610231661,0.1759763897683393,6.8446670466098505
1.3096,31.0,3.994041708043694,1.1996027805362464,3707.0,3.6812313803376364,33.96,-118.29,3.329470198675496,1007.0,1.163,1.1375187120878891,0.025481287912110906,2.1909963810929414
4.5833,36.0,5.627450980392157,1.0374331550802138,1842.0,3.283422459893048,33.77,-117.93,5.424398625429554,561.0,1.907,2.390635195413921,-0.4836351954139211,25.361048527211384
5.0151,4.0,4.896984924623116,1.150753768844221,868.0,2.180904522613065,34.31,-118.61,4.255458515283843,398.0,2.852,2.7317583408551513,0.12024165914484852,4.216046954587957
3.7813,43.0,4.752321981424148,1.0340557275541795,1240.0,1.9195046439628483,33.76,-118.12,4.595808383233533,646.0,4.615,2.7122694950969333,1.902730504903067,41.229263378181294
3.625,52.0,4.290094339622642,1.0943396226415094,1068.0,2.518867924528302,33.84,-118.31,3.9202586206896557,423.99999999999994,2.707,2.6705090288292155,0.03649097117078437,1.3480225774209225
1.9833,23.0,6.631147540983607,1.6188524590163935,425.0,1.7418032786885247,39.04,-122.73,4.096202531645569,243.99999999999997,1.115,1.4947421331127018,-0.3797421331127018,34.05759041369522
3.4531,44.0,5.778801843317972,1.1612903225806452,498.0,2.294930875576037,37.98,-122.03,4.976190476190476,217.0,1.489,2.2156079296218394,-0.7266079296218393,48.798383453447904
3.9518,4.0,5.472542372881356,1.0888135593220338,4323.0,2.930847457627119,38.33,-122.67,5.02615193026152,1475.0,2.203,2.0928206748740834,0.11017932512591644,5.001331145071105
2.1618,25.0,5.183673469387755,1.0408163265306123,1050.0,4.285714285714286,36.8,-120.02,4.980392156862745,245.0,0.553,0.6350304322980875,-0.08203043229808749,14.833712892963376
4.0227,10.0,6.346846846846847,1.117117117117117,782.0,3.5225225225225225,38.03,-121.3,5.681451612903227,222.0,1.077,1.4056943982908265,-0.3286943982908266,30.51944273823831
3.375,25.0,4.194174757281553,0.9781553398058253,934.0,2.266990291262136,37.96,-122.32,4.287841191066997,412.0,1.337,2.2070412573673153,-0.8700412573673153,65.07414041640354
1.7778,30.0,3.447058823529412,1.0329411764705883,862.0,2.028235294117647,37.87,-122.27,3.337129840546697,425.0,2.688,1.7766573007335467,0.9113426992664535,33.90411827628175
4.1719,5.0,6.625,1.1071428571428572,631.0,3.755952380952381,34.58,-118.08,5.983870967741935,168.0,1.466,1.4280313876576045,0.03796861234239546,2.5899462716504407
5.7871,24.0,6.184294871794871,1.0592948717948718,1972.0,3.16025641025641,33.61,-117.67,5.838124054462934,624.0,2.274,2.7373629616347728,-0.46336296163477275,20.37655943864436
3.6275,23.0,4.876344086021505,1.0268817204301075,3881.0,4.173118279569892,34.01,-117.89,4.7486910994764395,930.0,1.541,1.507985924896964,0.03301407510303589,2.1423799547719593
2.726,29.0,3.707547169811321,1.078616352201258,2515.0,1.9772012578616351,33.84,-118.17,3.4373177842565594,1272.0,2.087,2.401907464107701,-0.314907464107701,15.08900163429329
6.5261,10.0,7.867954911433173,1.0531400966183575,3741.0,3.0120772946859904,38.4,-122.62,7.470948012232416,1242.0,3.247,2.8495713085684713,0.3974286914315286,12.239873465707687
2.375,31.0,2.5454545454545454,1.0,326.0,3.7045454545454546,34.26,-119.21,2.5454545454545454,88.0,0.55,1.9786413107744636,-1.4286413107744635,259.752965595357
2.1221,50.0,5.509708737864078,1.0946601941747574,1000.0,2.4271844660194173,33.97,-118.3,5.033259423503326,412.00000000000006,1.194,1.8056329958684998,-0.6116329958684998,51.225544042587934
3.0347,45.0,4.5375,0.9125,568.0,3.55,34.07,-118.09,4.972602739726027,160.0,1.832,1.7087943695336563,0.12320563046634381,6.725198169560251
6.5138,16.0,8.127098321342926,1.0215827338129497,5669.0,3.3986810551558753,34.15,-117.62,7.955399061032863,1668.0,3.115,2.3768925182709566,0.7381074817290436,23.69526426096448
2.8974,26.0,3.9512670565302144,1.0896686159844056,1545.0,3.0116959064327484,34.2,-118.48,3.6261180679785325,513.0,1.899,1.9077566311353564,-0.008756631135356407,0.46111801660644586
4.8214,12.0,7.207843137254902,1.0784313725490196,1572.0,3.0823529411764707,38.97,-121.05,6.6836363636363645,510.0,2.019,1.2570732574725625,0.7619267425274376,37.73782776262692
6.3088,6.0,7.038608400509122,1.1438268985999152,6223.0,2.6402206194314806,33.48,-117.7,6.153560830860534,2357.0,3.403,3.2519053204401374,0.15109467955986267,4.440043478103516
2.375,33.0,4.204819277108434,1.4939759036144578,460.0,5.542168674698795,34.02,-117.96,2.814516129032258,83.0,1.333,1.212194106342892,0.12080589365710792,9.062707701208396
3.8068,19.0,3.8009049773755654,1.0950226244343892,964.0,1.453996983408748,33.98,-118.46,3.471074380165289,663.0,5.00001,2.8117279294520117,2.188282070547988,43.76555387985201
3.2031,16.0,7.972375690607735,1.3756906077348066,435.0,2.403314917127072,38.46,-120.55,5.795180722891566,180.99999999999997,1.292,0.9164457605038265,0.3755542394961735,29.067665595679067
1.1917,32.0,4.311111111111111,0.9185185185185185,588.0,2.1777777777777776,34.71,-118.14,4.693548387096774,270.0,0.869,0.8587225795231248,0.010277420476875188,1.1826720917002518
6.827,36.0,7.021428571428571,1.0357142857142858,1897.0,2.71,34.2,-118.11,6.779310344827586,700.0,3.594,3.2701097608389276,0.3238902391610723,9.011971039540132
6.0224,38.0,5.1,1.2,41.0,4.1,33.8,-117.89,4.25,10.0,1.875,3.03367167441872,-1.15867167441872,61.79582263566507
8.0257,48.0,7.781045751633987,1.1274509803921569,859.0,2.80718954248366,34.04,-118.49,6.901449275362319,306.0,5.00001,4.0941267595405435,0.9058832404594561,18.117628573931977
2.0278,31.0,2.8469284994964754,1.0916414904330312,3107.0,3.1289023162134946,34.06,-118.31,2.6079335793357936,993.0,3.6,1.7020084456277544,1.8979915543722456,52.72198762145127
1.0714,27.0,2.9645390070921986,1.1560283687943262,332.0,2.354609929078014,36.19,-119.33,2.5644171779141103,141.0,0.638,0.8740526954668937,-0.23605269546689367,36.9988550888548
3.5761,43.0,5.4880239520958085,1.062874251497006,786.0,2.3532934131736525,34.1,-118.06,5.163380281690141,334.00000000000006,2.567,2.1918456072537538,0.3751543927462464,14.614506924279173
2.9167,43.0,4.64,1.216,393.0,1.572,34.01,-118.47,3.81578947368421,250.0,4.611,2.463020039348997,2.1479799606510026,46.583820443526406
1.9688,40.0,3.8967971530249113,1.085409252669039,1322.0,4.704626334519573,34.04,-118.19,3.5901639344262297,281.0,1.5,1.1969419152457164,0.30305808475428364,20.203872316952243
1.3343,22.0,3.6855845629965946,0.9750283768444948,4179.0,4.743473325766175,36.72,-119.75,3.779976717112922,881.0,0.608,0.06832732008923159,0.5396726799107684,88.76195393269217
4.0893,38.0,3.814432989690722,0.8814432989690721,599.0,3.0876288659793816,33.99,-118.42,4.3274853801169595,194.0,2.489,2.4532525643904606,0.0357474356095393,1.4362167782056772
5.1728,7.0,4.650485436893204,0.8155339805825242,327.0,3.174757281553398,36.29,-119.8,5.7023809523809526,103.0,1.075,1.9568300458795065,-0.8818300458795065,82.03070194227968
4.9485,11.0,5.9948914431673055,1.0523627075351214,2223.0,2.839080459770115,32.95,-117.11,5.696601941747573,783.0,2.318,2.3983873024486755,-0.08038730244867542,3.4679595534372485
1.9032,15.0,4.3313953488372094,1.056201550387597,1376.0,2.6666666666666665,39.14,-123.21,4.10091743119266,516.0,1.0,1.2816563824953633,-0.2816563824953633,28.16563824953633
8.1093,17.0,7.315359477124183,0.9967320261437909,1798.0,2.9379084967320264,33.63,-117.81,7.339344262295081,612.0,4.104,3.569054939594018,0.534945060405982,13.034723694102876
8.2782,37.0,6.75,1.0104166666666667,540.0,2.8125,37.4,-122.2,6.68041237113402,192.0,5.00001,4.192744095062409,0.8072659049375908,16.1452858081802
2.7857,28.0,5.417391304347826,1.1021739130434782,1202.0,2.6130434782608694,39.47,-123.8,4.9151873767258385,460.00000000000006,1.503,1.827319672222572,-0.3243196722225721,21.57815517116248
4.1514,10.0,5.4706439393939394,1.053030303030303,2917.0,2.762310606060606,34.32,-118.46,5.195143884892087,1056.0,1.941,2.1552837891616505,-0.21428378916165047,11.039865490038665
6.7449,44.0,7.690476190476191,1.1156462585034013,763.0,2.5952380952380953,34.45,-119.73,6.89329268292683,294.0,4.156,3.875298860738596,0.28070113926140383,6.754117884056877
1.951,17.0,3.8384512683578103,1.081441922563418,1876.0,2.5046728971962615,38.67,-121.79,3.5493827160493825,749.0,1.525,1.0921064009903603,0.43289359900963964,28.386465508828827
2.3917,10.0,6.589686098654709,1.3565022421524664,1167.0,2.616591928251121,35.27,-118.34,4.857851239669421,446.0,0.79,0.9995074743522707,-0.20950747435227068,26.519933462312746
5.2088,25.0,5.885304659498208,1.064516129032258,1146.0,4.10752688172043,37.34,-121.8,5.5286195286195285,279.0,2.314,2.460364193040327,-0.146364193040327,6.325159595519748
1.7199,17.0,2.518,1.196,3051.0,3.051,34.06,-118.28,2.1053511705685617,1000.0,1.75,1.4921551158972477,0.2578448841027523,14.73399337730013
4.0227,26.0,5.889655172413793,1.0310344827586206,911.0,3.1413793103448278,38.72,-121.47,5.712374581939799,290.0,0.998,1.4200292520200506,-0.4220292520200506,42.28750020240988
4.9879,28.0,6.517985611510792,1.0575539568345325,853.0,3.068345323741007,37.67,-121.87,6.163265306122449,278.0,2.294,2.436140785768437,-0.14214078576843692,6.196198159042585
4.2782,8.0,4.278404815650865,1.1203912716328066,3250.0,2.4454477050413845,37.37,-122.02,3.818670248488919,1329.0,3.277,2.7591921509387944,0.5178078490612057,15.801277054049608
3.9866,36.0,6.360128617363344,1.0836012861736335,834.0,2.6816720257234725,34.2,-118.32,5.869436201780415,311.0,2.944,2.194508063548575,0.7494919364514248,25.45828588489894
2.6654,52.0,5.0091324200913245,1.1506849315068493,997.0,2.276255707762557,34.05,-118.34,4.353174603174604,438.00000000000006,2.594,2.1914205803816387,0.4025794196183612,15.519638381586788
4.1136,30.0,4.145009416195857,1.0527306967984935,1194.0,2.248587570621469,34.12,-118.07,3.9373881932021466,531.0,2.799,2.513298400855554,0.28570159914444604,10.2072739958716
1.9875,18.0,3.481375358166189,0.9169054441260746,1195.0,3.4240687679083095,32.56,-117.05,3.7968749999999996,349.0,1.149,1.3520607857007718,-0.2030607857007718,17.67282730206891
3.6761,20.0,4.474714518760195,1.1174551386623164,1798.0,2.933115823817292,34.27,-118.78,4.004379562043796,613.0,1.709,2.2673690219379665,-0.5583690219379664,32.672265765826005
4.5461,16.0,7.723287671232876,1.3123287671232877,1068.0,2.926027397260274,35.1,-120.3,5.885177453027139,365.0,2.708,2.689846291800521,0.018153708199479368,0.6703732717680712
5.6058,19.0,6.033998920669185,1.0226659471127901,7817.0,4.21856449001619,37.31,-121.83,5.900263852242744,1853.0,2.327,2.3048243475769965,0.022175652423003456,0.9529717414268782
7.672,42.0,5.95852534562212,0.9861751152073732,459.0,2.1152073732718892,34.15,-118.43,6.042056074766355,217.00000000000003,4.676,4.001544410819648,0.6744555891803525,14.423772223703004
2.4583,35.0,3.7419354838709675,1.064516129032258,538.0,2.1693548387096775,33.19,-117.38,3.515151515151515,248.0,1.979,1.950265549591876,0.028734450408124168,1.45196818636302
1.2857,27.0,4.359413202933985,1.078239608801956,1163.0,2.843520782396088,39.1,-121.55,4.043083900226757,409.0,0.47,0.4161801449724365,0.05381985502756348,11.451032984587975
1.8447,52.0,4.20985401459854,1.063868613138686,1127.0,2.0565693430656933,37.86,-122.27,3.9571183533447685,548.0,1.982,1.9968978421970078,-0.014897842197007849,0.7516570230579137
3.3625,31.0,5.077868852459017,1.040983606557377,929.0,3.807377049180328,34.1,-117.94,4.877952755905512,244.0,1.534,1.6105422212275542,-0.07654222122755416,4.9897145519917965
4.0223,34.0,4.0,1.0,1994.0,3.0676923076923077,37.39,-122.03,4.0,650.0,2.502,2.569820431032902,-0.06782043103290203,2.7106487223382105
4.027,31.0,4.387628865979382,1.0721649484536082,1049.0,2.162886597938144,33.06,-117.3,4.092307692307693,485.00000000000006,2.9,2.602895265126776,0.2971047348732241,10.244990857697383
5.1721,17.0,7.501118568232662,1.0357941834451903,1417.0,3.170022371364653,38.74,-121.16,7.241900647948163,447.0,2.371,1.4888409934685143,0.8821590065314857,37.20620019112128
3.6974,36.0,5.355305466237942,1.0337620578778135,1903.0,3.059485530546624,32.73,-117.08,5.1804043545878695,622.0,1.22,2.18078181448341,-0.9607818144834102,78.75260774454182
1.625,38.0,6.304347826086956,1.6521739130434783,219.0,1.9043478260869566,40.01,-121.23,3.81578947368421,115.0,0.75,0.4239196287079494,0.3260803712920506,43.47738283894007
6.2862,37.0,5.072463768115942,0.8260869565217391,179.0,2.5942028985507246,37.95,-122.52,6.140350877192983,69.0,5.00001,3.2565133883746,1.7434966116253996,34.869862492783014
1.2,20.0,4.625,1.375,34.0,4.25,35.32,-119.04,3.3636363636363638,8.0,0.5,0.6539974066258267,-0.15399740662582673,30.799481325165345
3.9118,32.0,5.527058823529412,1.0635294117647058,1479.0,3.48,33.94,-117.44,5.196902654867257,425.0,1.141,1.7578783358939916,-0.6168783358939915,54.064709543732825
6.0762,37.0,7.070692194403534,1.0294550810014726,1830.0,2.695139911634757,37.98,-122.51,6.868383404864092,679.0,4.878,3.1900497873716773,1.6879502126283228,34.603325392134536
1.6302,32.0,3.1828703703703702,1.037037037037037,1698.0,3.9305555555555554,34.02,-118.25,3.069196428571429,432.0,1.307,1.2228905210132908,0.08410947898670917,6.435308262181269
2.3456,25.0,4.04930966469428,1.1400394477317555,1721.0,3.3944773175542404,33.91,-118.15,3.551903114186851,507.00000000000006,1.461,1.5495429424482268,-0.08854294244822669,6.060434116921744
3.006,52.0,4.701970443349754,1.0246305418719213,811.0,1.9975369458128078,37.88,-122.28,4.5889423076923075,406.0,2.279,2.389323282384069,-0.11032328238406919,4.8408636412491965
4.775,24.0,5.560457516339869,1.0718954248366013,2829.0,4.622549019607843,37.29,-121.84,5.1875,612.0000000000001,1.919,2.1590175507114964,-0.24001755071149633,12.507428385174379
1.75,25.0,3.9125,1.0291666666666666,1003.0,4.179166666666666,32.71,-117.1,3.8016194331983812,240.00000000000003,0.879,1.1283137898906688,-0.24931378989066877,28.363343559803045
7.4201,17.0,8.320441988950277,1.12707182320442,987.0,2.726519337016575,36.83,-119.84,7.382352941176471,362.0,2.297,2.850639337114316,-0.553639337114316,24.102713849121287
5.4896,5.0,7.061051004636785,1.0571870170015456,3667.0,2.8338485316846986,38.75,-121.24,6.679093567251462,1294.0,2.296,1.802702598454033,0.4932974015459668,21.485078464545595
3.5585,16.0,4.560869565217391,1.108695652173913,2165.0,3.13768115942029,33.07,-117.3,4.113725490196078,690.0,2.848,1.9883184317427833,0.8596815682572165,30.18544832363822
3.5774,14.0,5.409185803757829,1.0375782881002087,1371.0,2.862212943632568,38.16,-121.14,5.213279678068411,478.99999999999994,1.139,1.3451479674117905,-0.20614796741179053,18.09903137943727
3.495,35.0,4.956521739130435,0.9525691699604744,729.0,2.8814229249011856,34.08,-117.64,5.203319502074688,253.00000000000003,1.18,1.7346405446259752,-0.5546405446259752,47.00343598525214
4.7396,52.0,7.098245614035088,1.056140350877193,649.0,2.2771929824561403,32.76,-117.18,6.72093023255814,285.0,4.417,2.794150380176724,1.6228496198232758,36.74099207206873
4.2992,31.0,6.113695090439276,0.9896640826873385,1077.0,2.7829457364341086,32.79,-117.03,6.177545691906005,387.0,1.744,2.2440890914081635,-0.5000890914081635,28.674833222945157
2.6875,23.0,6.357446808510638,1.1702127659574468,678.0,2.8851063829787233,36.27,-119.25,5.432727272727273,235.0,0.691,1.027384516594239,-0.33638451659423907,48.68082729294343
6.2661,4.0,6.290155440414508,1.038860103626943,959.0,2.4844559585492227,33.51,-117.68,6.054862842892769,386.0,2.685,2.891052473865841,-0.2060524738658409,7.674207592768749
3.1724,41.0,5.0625,1.0772058823529411,1142.0,4.198529411764706,34.03,-118.16,4.699658703071672,272.0,1.416,1.6989255707985862,-0.28292557079858627,19.98061940667982
2.625,18.0,5.620300751879699,1.218045112781955,1280.0,2.406015037593985,33.95,-116.53,4.614197530864197,532.0,0.682,1.0569858262593854,-0.37498582625938537,54.98325898231457
4.65,25.0,5.109411764705882,0.9964705882352941,3872.0,4.555294117647059,33.72,-117.89,5.127508854781582,849.9999999999999,1.978,1.9254129235469648,0.052587076453035175,2.6585984051079463
